Location,Price (RM),Rooms,Bathrooms,Car Parks,Property Type,Size (sqft),Furnishing
33,520000,3,2.0,2.0,12,1100.0,0
24,3100000,3,4.0,3.0,4,3211.0,1
18,455000,3,2.0,1.0,12,900.0,1
65,1150000,5,5.0,2.0,4,22.0,2
76,630000,2,2.0,1.0,12,991.0,2
32,628000,3,1.0,1.0,12,730.0,1
64,340000,3,2.0,1.0,12,1017.0,1
25,450000,3,2.0,1.0,12,1038.0,0
32,790000,3,2.0,1.0,12,1048.0,1
11,560000,3,2.0,2.0,12,1080.0,1
25,348000,3,2.0,1.0,8,1002.0,1
25,440000,3,2.0,1.0,12,1144.0,0
18,500000,3,2.0,2.0,12,1050.0,2
61,450000,3,2.0,1.0,12,1280.0,2
19,1400000,1,2.0,1.0,16,1131.0,0
76,998000,3,2.0,2.0,12,1528.0,2
61,880000,3,3.0,2.0,12,1477.0,2
61,830000,3,3.0,2.0,12,1441.0,2
76,1280000,4,4.0,2.0,12,2031.0,1
40,4100000,4,6.0,2.0,16,3300.0,0
61,960000,3,3.0,2.0,12,1610.0,2
61,1700000,4,5.0,3.0,12,2646.0,2
61,1100000,3,4.0,2.0,12,1746.0,2
61,980000,3,3.0,2.0,12,1610.0,2
40,2450000,3,5.0,2.0,12,3335.0,0
71,500000,3,2.0,2.0,16,1007.0,1
76,1000000,4,3.0,2.0,12,1820.0,1
61,400000,3,2.0,1.0,12,1231.0,2
32,1390000,3,4.0,3.0,12,2638.0,1
68,1480000,3,2.0,1.0,12,2640.0,0
64,850000,4,4.0,3.0,12,1851.0,0
34,430000,0,1.0,1.0,16,500.0,0
34,952500,3,2.0,1.0,16,1270.0,0
42,1200000,4,4.0,3.0,12,1986.0,2
68,520000,2,2.0,1.0,12,997.0,0
11,588000,3,2.0,2.0,12,1069.0,1
68,600000,3,2.0,2.0,12,1261.0,0
68,900000,4,3.0,2.0,12,1870.0,0
68,1380000,3,3.0,2.0,12,1712.0,0
59,640000,4,3.0,2.0,12,1640.0,2
47,1280000,3,3.0,2.0,12,1970.0,0
59,430000,3,2.0,2.0,12,1230.0,2
59,558000,3,2.0,2.0,12,1230.0,0
59,560000,3,2.0,2.0,12,1363.0,1
59,430000,3,2.0,2.0,12,1240.0,2
59,520000,3,2.0,2.0,12,1363.0,1
25,300000,3,2.0,1.0,8,840.0,0
68,2280000,5,4.0,2.0,2,3885.0,0
68,2600000,5,4.0,2.0,2,3885.0,0
68,7000000,6,6.0,6.0,9,6843.0,0
68,5500000,5,4.0,6.0,9,7181.0,0
37,380000,3,2.0,1.0,12,861.0,1
68,4000000,6,5.0,6.0,9,5586.0,2
32,1088000,3,2.0,2.0,0,3000.0,1
61,225000,2,1.0,1.0,2,604.0,1
73,1480000,2,3.0,2.0,16,1690.0,0
1,1010000,1,1.0,1.0,16,942.0,0
1,570000,0,1.0,1.0,16,502.0,0
11,600000,3,2.0,2.0,12,1234.0,1
11,700000,3,2.0,2.0,12,1300.0,0
64,408000,3,2.0,1.0,12,1129.0,1
40,9500000,4,4.0,2.0,12,3628.0,1
40,2500000,1,2.0,1.0,16,1087.0,1
19,6500000,3,3.0,2.0,12,3750.0,0
40,3261000,1,2.0,1.0,16,1087.0,0
19,5913000,3,4.0,2.0,12,3285.0,1
65,2280000,4,6.0,6.0,4,20.0,0
65,1250000,5,5.0,3.0,4,24.0,2
73,1300000,4,3.0,3.0,2,1650.0,1
18,515000,3,2.0,1.0,16,1097.0,1
41,438000,3,2.0,1.0,8,1001.0,1
5,1180000,2,3.0,3.0,12,1552.0,1
47,2630000,4,5.0,3.0,12,3401.0,1
76,460000,3,3.0,2.0,12,1267.0,1
11,580000,3,2.0,2.0,12,1073.0,0
11,615000,4,2.0,2.0,12,1212.0,1
39,1100000,2,2.0,1.0,12,1135.0,0
39,2400000,4,4.0,1.0,12,3029.0,1
71,1650000,4,4.0,2.0,17,2400.0,1
40,1050000,3,2.0,1.0,16,820.0,0
73,780000,3,3.0,1.0,16,1020.0,0
61,300000,3,2.0,2.0,12,931.0,1
40,2250000,2,3.0,1.0,16,1600.0,0
40,1600000,3,4.0,2.0,12,2315.0,1
9,1400000,3,3.0,2.0,16,1555.0,0
9,4000000,3,4.0,2.0,16,2645.0,0
18,820000,3,2.0,2.0,12,1389.0,1
47,550000,2,2.0,1.0,12,931.0,1
47,648000,3,2.0,2.0,12,1049.0,0
64,525000,3,2.0,1.0,12,1200.0,0
64,1280000,5,4.0,4.0,2,22.0,1
47,600000,2,2.0,1.0,12,1000.0,0
61,620000,3,2.0,2.0,0,1600.0,1
61,700000,3,2.0,2.0,0,1600.0,1
61,530000,4,2.0,2.0,12,1313.0,2
61,760000,5,3.0,2.0,2,30.0,2
76,460000,3,2.0,1.0,12,1150.0,0
61,620000,3,2.0,2.0,0,20.0,1
7,700000,5,3.0,2.0,3,20.0,1
61,660000,3,3.0,3.0,12,1530.0,1
76,700000,5,4.0,2.0,12,2560.0,1
33,360000,3,2.0,1.0,8,1221.0,1
61,490000,4,2.0,3.0,12,1313.0,1
61,510000,3,2.0,2.0,12,1313.0,1
61,500000,4,2.0,3.0,12,1333.0,2
61,630000,3,2.0,2.0,0,20.0,1
76,450000,3,3.0,2.0,12,1267.0,1
71,550000,3,2.0,1.0,0,22.0,1
76,450000,3,2.0,1.0,12,1150.0,0
61,1450000,5,3.0,4.0,15,40.0,1
61,330000,3,2.0,1.0,8,800.0,1
61,1020000,4,3.0,2.0,3,2500.0,1
40,1500000,3,5.0,2.0,12,2098.0,1
40,2850000,4,5.0,3.0,12,3502.0,1
40,1750000,4,5.0,2.0,12,2315.0,1
40,1800000,3,5.0,2.0,12,2098.0,0
40,1900000,4,5.0,2.0,12,2315.0,1
5,850000,2,1.0,1.0,16,790.0,1
22,2540000,3,4.0,3.0,16,2077.0,1
40,2500000,4,6.0,3.0,16,3300.0,1
22,1879100,2,2.0,2.0,16,1634.0,1
59,340000,3,2.0,1.0,12,877.0,1
47,2000000,3,4.0,3.0,12,2535.0,1
11,295000,2,2.0,1.0,8,720.0,1
61,695000,3,3.0,2.0,12,1362.0,1
61,610000,3,2.0,2.0,12,1362.0,1
61,510000,4,2.0,1.0,12,1450.0,0
68,398000,3,2.0,1.0,12,938.0,0
61,590000,3,2.0,2.0,12,1450.0,1
61,550000,4,2.0,2.0,12,2100.0,1
40,830000,0,1.0,1.0,16,473.0,0
18,460000,2,2.0,1.0,12,900.0,1
32,358000,3,2.0,2.0,16,950.0,1
0,1700000,4,3.0,3.0,2,2375.0,1
47,688000,3,2.0,1.0,16,1062.0,0
45,555000,3,2.0,2.0,12,1313.0,1
1,10267000,4,6.0,3.0,12,7901.0,1
18,515000,2,2.0,1.0,16,736.0,1
18,720000,3,2.0,2.0,16,931.0,1
18,875000,4,2.0,2.0,16,1278.0,1
18,485000,2,2.0,1.0,16,700.0,1
18,610000,3,2.0,2.0,16,865.0,1
18,1080000,4,4.0,2.0,12,1672.0,1
18,370000,1,1.0,1.0,16,610.0,0
14,1900000,3,4.0,4.0,12,2400.0,1
14,2280000,3,4.0,4.0,12,2368.0,0
24,2800000,3,4.0,3.0,4,3211.0,1
24,2950000,3,4.0,3.0,4,3211.0,1
24,2650000,3,4.0,3.0,4,3211.0,2
58,620000,3,3.0,2.0,12,1155.0,1
58,821000,4,3.0,3.0,12,1614.0,1
58,700000,3,3.0,2.0,12,1203.0,1
33,998000,3,3.0,2.0,12,1800.0,0
33,1195000,3,3.0,2.0,12,1800.0,0
24,1810000,3,2.0,2.0,12,1637.0,0
24,1550000,3,2.0,1.0,12,1346.0,0
47,720000,3,2.0,1.0,12,1280.0,1
19,1350000,3,3.0,2.0,12,2633.0,0
19,1050000,2,3.0,1.0,12,1347.0,0
24,1500000,2,2.0,2.0,12,1292.0,0
18,348000,3,3.0,1.0,8,790.0,0
11,930000,3,2.0,2.0,16,1218.0,0
18,198000,3,2.0,1.0,8,753.0,1
11,998000,3,3.0,3.0,12,1508.0,1
6,1374000,2,2.0,1.0,16,1145.0,1
61,450000,3,2.0,1.0,2,880.0,1
73,3000000,6,5.0,4.0,15,3300.0,0
73,1700000,4,3.0,2.0,2,1800.0,1
62,7000000,8,10.0,8.0,9,8000.0,0
71,650000,4,3.0,2.0,2,1260.0,1
32,500000,3,3.0,2.0,12,1250.0,2
32,477000,3,3.0,2.0,12,1250.0,2
65,655000,3,2.0,2.0,16,1025.0,0
63,3600000,5,6.0,4.0,15,3600.0,1
9,1360000,3,2.0,2.0,16,1555.0,0
6,610000,1,1.0,1.0,16,638.0,0
32,520000,3,3.0,3.0,12,1250.0,2
32,495000,3,3.0,3.0,12,1250.0,2
40,990000,1,1.0,1.0,16,655.0,0
47,1420000,3,4.0,2.0,12,1496.0,1
40,1250000,3,3.0,2.0,16,1184.0,0
22,6082880,5,6.0,2.0,16,3078.0,0
11,620000,3,2.0,2.0,12,1206.0,1
37,950000,2,2.0,2.0,16,674.0,0
5,5500000,5,7.0,4.0,9,7100.0,1
22,12800000,6,8.0,6.0,9,14380.0,1
22,13000000,5,7.0,4.0,9,7500.0,1
76,510000,3,3.0,1.0,12,1267.0,1
18,989000,2,2.0,1.0,16,963.0,0
14,4500000,5,6.0,4.0,12,5405.0,1
22,7500000,5,5.0,6.0,9,5974.0,1
22,14500000,7,7.0,3.0,9,11000.0,1
22,11500000,5,7.0,3.0,9,11000.0,1
22,15500000,9,11.0,11.0,9,12000.0,1
22,4300000,5,7.0,4.0,9,6300.0,1
18,172000,2,1.0,1.0,13,560.0,1
71,4060000,6,6.0,3.0,9,6000.0,0
71,3300000,7,6.0,2.0,15,6424.0,0
71,3370000,8,8.0,8.0,9,40.0,1
71,4880000,9,9.0,8.0,9,7200.0,1
71,3600000,6,6.0,4.0,9,6400.0,1
71,1810000,4,6.0,2.0,4,24.0,3
71,1980000,4,6.0,2.0,4,24.0,1
71,3300000,5,6.0,3.0,9,50.0,0
71,2480000,4,5.0,3.0,9,50.0,2
71,1955000,5,7.0,3.0,15,40.0,1
18,2700000,6,6.0,3.0,15,38.0,1
71,3600000,6,7.0,5.0,9,60.0,1
18,2850000,5,6.0,4.0,15,38.0,1
1,8800000,5,5.0,5.0,9,10400.0,1
71,4480000,7,8.0,5.0,9,6600.0,1
71,4330000,7,8.0,5.0,9,8100.0,2
71,2990000,5,6.0,3.0,9,35.0,1
71,2880000,4,5.0,3.0,15,6456.0,1
6,2800000,4,5.0,2.0,15,32.0,1
71,6798000,10,10.0,10.0,9,6200.0,1
71,2370000,4,5.0,3.0,9,50.0,1
71,2990000,4,5.0,3.0,9,4500.0,0
71,2176000,5,3.0,5.0,15,7000.0,1
71,2200000,5,6.0,3.0,6,22.0,1
71,2980000,5,7.0,3.0,9,5145.0,1
71,5490000,5,6.0,4.0,9,10000.0,1
71,2330000,5,7.0,3.0,15,40.0,1
5,2500000,4,5.0,2.0,15,32.0,1
71,1790000,4,5.0,3.0,4,40.0,1
71,2600000,5,4.0,5.0,9,8000.0,1
71,1800000,5,7.0,3.0,15,3600.0,2
22,4190000,6,5.0,3.0,9,6113.0,1
71,3530000,6,7.0,3.0,9,4876.0,1
71,3730000,6,7.0,3.0,9,5300.0,1
71,3000000,5,3.0,3.0,15,10500.0,1
71,2250000,5,5.0,3.0,15,3595.0,1
61,1900000,5,6.0,4.0,4,30.0,0
61,1400000,5,6.0,4.0,4,20.0,2
71,6430000,6,7.0,6.0,9,13003.0,0
71,2190000,5,5.0,4.0,15,4305.0,1
71,2300000,5,4.0,4.0,9,3821.0,1
61,1500000,5,6.0,4.0,4,20.0,2
5,4950000,4,4.0,3.0,9,6609.0,1
48,4600000,6,5.0,5.0,9,10000.0,0
18,579964,0,1.0,1.0,16,821.0,1
18,501433,0,1.0,1.0,16,596.0,1
45,435000,2,2.0,2.0,12,936.0,2
53,5500000,4,5.0,3.0,9,9300.0,0
53,5000000,5,4.0,4.0,9,8300.0,0
22,5500000,5,7.0,2.0,15,3400.0,0
40,1300000,3,2.0,1.0,16,1259.0,0
40,1180000,2,2.0,1.0,16,1055.0,0
18,850000,4,3.0,2.0,2,20.0,1
18,230000,3,2.0,1.0,8,800.0,1
0,750000,3,2.0,2.0,16,950.0,0
0,620000,2,2.0,1.0,16,856.0,1
0,1100000,3,3.0,2.0,16,1210.0,0
73,1150000,3,3.0,1.0,16,1313.0,0
18,680000,3,2.0,2.0,12,1460.0,1
18,580000,3,3.0,1.0,12,1376.0,1
18,410000,3,2.0,1.0,12,966.0,1
76,570000,3,2.0,1.0,16,850.0,1
47,1060000,1,1.0,1.0,16,1169.0,1
47,2500000,3,4.0,3.0,16,2304.0,1
11,500000,3,3.0,2.0,12,1023.0,3
73,900000,3,2.0,1.0,12,1474.0,1
73,800000,3,2.0,1.0,12,1350.0,0
40,1220000,3,2.0,1.0,12,1432.0,0
26,468000,3,3.0,1.0,12,1432.0,1
59,430000,3,2.0,1.0,12,1130.0,1
26,558000,3,3.0,1.0,12,1496.0,1
34,739000,2,2.0,1.0,16,862.0,0
31,750000,3,3.0,2.0,12,1275.0,1
68,2600000,5,4.0,4.0,15,3821.0,0
39,2100000,2,2.0,1.0,16,1625.0,0
39,2330000,3,4.0,2.0,16,1787.0,1
68,430000,1,1.0,1.0,16,578.0,0
19,695000,3,3.0,1.0,12,1313.0,0
39,1790000,2,2.0,1.0,16,1453.0,1
45,580000,3,2.0,2.0,12,986.0,1
11,380000,3,2.0,1.0,8,820.0,1
61,275000,3,2.0,1.0,12,850.0,0
40,4850000,4,6.0,2.0,16,3300.0,0
40,23300000,6,5.0,3.0,12,7200.0,1
76,510000,3,2.0,2.0,16,850.0,1
1,565000,0,3.0,1.0,16,502.0,0
40,2180000,3,3.0,2.0,16,1591.0,0
11,630000,2,2.0,2.0,16,791.0,2
47,1700000,3,5.0,2.0,12,2025.0,1
47,2300000,4,5.0,2.0,12,2498.0,1
47,630000,1,1.0,1.0,16,743.0,1
18,513917,4,2.0,2.0,12,1000.0,1
73,1388000,2,2.0,1.0,16,1095.0,0
47,1690000,3,5.0,2.0,12,2025.0,1
18,450277,3,2.0,2.0,12,850.0,1
18,483800,2,2.0,2.0,12,840.0,1
47,1780000,3,4.0,2.0,12,237.0,1
47,2300000,5,5.0,4.0,15,1830.0,1
64,1000000,3,5.0,3.0,12,2024.0,1
18,768000,4,3.0,2.0,2,22.0,1
76,520000,3,2.0,2.0,16,850.0,1
76,465000,3,2.0,1.0,16,770.0,0
76,506000,3,2.0,2.0,16,850.0,2
76,480000,3,2.0,1.0,16,770.0,0
59,638000,2,2.0,1.0,12,1115.0,1
59,750000,3,3.0,3.0,12,1345.0,0
59,770000,3,3.0,1.0,12,1345.0,0
76,380000,3,2.0,2.0,16,800.0,1
58,640000,3,3.0,2.0,12,1019.0,1
58,695000,3,3.0,1.0,12,1019.0,1
47,2819450,3,4.0,3.0,12,3317.0,1
47,720000,3,2.0,1.0,12,1208.0,0
47,2819450,4,5.0,3.0,12,3317.0,1
5,3724850,4,4.0,3.0,12,3239.0,1
58,700000,3,3.0,2.0,12,1019.0,0
47,3720340,4,5.0,3.0,12,4537.0,1
47,3200000,4,5.0,3.0,12,3729.0,1
5,8353600,4,5.0,4.0,12,5221.0,1
58,629000,3,2.0,2.0,12,1019.0,1
68,450000,3,2.0,1.0,12,1249.0,2
33,388000,3,2.0,1.0,8,1151.0,1
11,530000,1,1.0,1.0,16,667.0,1
68,455000,3,2.0,1.0,12,945.0,1
73,1550000,2,3.0,2.0,16,1445.0,1
59,640000,4,3.0,1.0,12,1412.0,1
73,1790000,2,3.0,2.0,16,1445.0,0
45,360000,2,2.0,1.0,12,959.0,2
5,2800000,4,3.0,2.0,15,4800.0,2
40,4236750,2,2.0,2.0,12,1345.0,1
11,650000,1,1.0,1.0,16,721.0,1
32,450000,3,2.0,2.0,16,950.0,1
11,845000,3,2.0,2.0,16,1025.0,1
19,800000,1,2.0,1.0,16,943.0,0
40,840000,2,1.0,1.0,16,866.0,0
11,550000,3,2.0,2.0,12,1069.0,1
11,520000,3,2.0,2.0,12,1050.0,0
65,600000,3,2.0,2.0,12,1260.0,2
18,950000,2,2.0,1.0,16,850.0,0
11,2100,4,2.0,2.0,12,1212.0,0
18,350000,3,2.0,1.0,12,926.0,1
40,860000,2,1.0,1.0,16,713.0,0
58,688000,3,3.0,2.0,12,1643.0,1
41,520000,3,2.0,1.0,12,930.0,0
32,1560000,6,5.0,4.0,15,3885.0,3
65,538000,3,2.0,2.0,12,1152.0,1
65,540000,3,2.0,2.0,12,1111.0,1
47,1600000,3,3.0,2.0,12,2028.0,0
19,630000,3,3.0,1.0,12,1300.0,0
19,560000,2,2.0,1.0,12,1055.0,0
19,535000,2,2.0,1.0,12,1050.0,1
47,1000000,3,3.0,2.0,12,1412.0,0
47,848000,3,2.0,1.0,12,1226.0,0
18,3300,2,2.0,1.0,16,850.0,0
58,450000,3,2.0,2.0,8,1100.0,2
58,400000,3,2.0,2.0,8,1100.0,2
18,1030000,2,2.0,1.0,16,850.0,1
40,900000,1,1.0,1.0,12,850.0,0
18,950000,4,4.0,2.0,12,1672.0,1
18,1000000,2,2.0,1.0,16,850.0,1
58,340000,3,2.0,1.0,8,1142.0,1
18,1200000,4,4.0,5.0,12,2059.0,2
18,550000,3,2.0,2.0,0,1173.0,1
11,288000,2,2.0,1.0,8,878.0,1
40,1950000,2,2.0,1.0,16,1190.0,0
45,610000,3,2.0,2.0,12,1450.0,0
18,380000,3,2.0,1.0,12,960.0,0
47,550000,2,2.0,1.0,12,931.0,0
47,560000,2,2.0,1.0,12,931.0,0
11,320000,3,2.0,1.0,8,878.0,1
76,700000,3,2.0,2.0,12,1152.0,1
61,670000,3,3.0,2.0,12,1588.0,1
61,480000,3,2.0,1.0,12,1102.0,1
76,763530,3,2.0,2.0,12,1206.0,1
61,468000,3,2.0,2.0,12,1280.0,2
61,610000,3,2.0,2.0,12,1500.0,0
76,628000,3,2.0,2.0,12,991.0,2
59,1138000,3,2.0,2.0,12,1757.0,0
76,859096,2,2.0,2.0,12,1033.0,1
76,1280000,5,3.0,2.0,4,1500.0,1
47,1150000,3,3.0,3.0,12,1574.0,1
37,1350000,2,2.0,1.0,16,1076.0,0
37,1100000,2,2.0,1.0,16,1076.0,0
47,620000,2,2.0,1.0,12,938.0,0
19,3966600,3,5.0,2.0,12,3606.0,1
32,730000,3,2.0,1.0,16,953.0,1
40,4587620,5,6.0,4.0,12,4454.0,1
40,3962200,4,5.0,2.0,12,3602.0,1
40,3743950,5,6.0,3.0,12,3941.0,1
40,6955200,5,6.0,4.0,12,6624.0,1
40,4800000,5,5.0,3.0,12,5400.0,1
40,4800000,5,5.0,3.0,12,5620.0,1
26,850000,3,3.0,2.0,12,1467.0,2
64,799000,5,3.0,2.0,3,22.0,1
18,520000,3,2.0,2.0,12,1018.0,2
63,3650000,5,6.0,6.0,15,4640.0,1
71,2700000,4,4.0,4.0,9,3743.0,2
63,6400000,5,6.0,4.0,9,7200.0,1
63,3650000,5,6.0,4.0,5,24.0,1
18,495000,3,2.0,2.0,12,1018.0,0
63,3300000,5,6.0,4.0,15,3600.0,1
18,465000,3,2.0,1.0,12,1018.0,2
0,2350000,4,6.0,2.0,12,3180.0,0
0,1300000,3,3.0,2.0,12,1733.0,0
0,1250000,3,3.0,2.0,12,1735.0,1
18,810000,5,3.0,2.0,2,20.0,1
71,2400000,4,5.0,4.0,9,4500.0,2
18,470000,3,2.0,1.0,12,1018.0,2
71,3400000,5,7.0,6.0,9,5998.0,2
18,485000,3,2.0,2.0,12,1010.0,2
63,3480000,4,6.0,4.0,15,4875.0,1
63,2500000,5,5.0,4.0,15,4474.0,1
71,3000000,5,6.0,3.0,9,6103.0,2
71,3700000,4,6.0,6.0,9,7740.0,1
2,670000,4,3.0,2.0,2,22.0,1
63,3180000,5,6.0,4.0,15,4000.0,1
18,450000,3,2.0,2.0,12,1018.0,2
63,2750000,5,5.0,4.0,15,4200.0,1
18,485000,3,2.0,2.0,12,1018.0,2
18,485000,3,2.0,2.0,12,1018.0,2
71,1850000,4,6.0,4.0,4,2900.0,1
26,1200000,3,3.0,3.0,12,1799.0,1
18,660000,3,2.0,1.0,12,1285.0,1
18,555000,3,3.0,2.0,12,1010.0,1
18,560000,3,3.0,1.0,12,1010.0,1
18,830000,4,3.0,2.0,2,30.0,1
18,560000,3,2.0,2.0,12,1098.0,1
18,380000,3,2.0,1.0,8,753.0,1
18,410000,2,2.0,1.0,12,1080.0,0
71,3550000,5,7.0,6.0,9,5998.0,2
26,570000,3,3.0,2.0,12,1500.0,1
18,330000,0,1.0,1.0,16,610.0,0
33,630000,3,2.0,2.0,12,1400.0,0
2,598000,4,3.0,2.0,2,18.0,1
59,500000,3,2.0,2.0,12,1081.0,2
59,530000,3,2.0,2.0,12,1081.0,0
59,530000,3,2.0,2.0,12,1081.0,2
59,600000,3,2.0,2.0,12,1355.0,1
59,580000,3,2.0,2.0,12,1355.0,1
33,575000,3,2.0,1.0,12,1200.0,0
33,455000,3,2.0,1.0,12,1050.0,1
33,400000,3,2.0,1.0,12,1050.0,1
61,450000,4,2.0,1.0,12,1272.0,2
61,880000,3,3.0,2.0,12,1433.0,1
59,700000,3,2.0,2.0,12,1345.0,1
31,570000,3,2.0,2.0,12,1082.0,1
61,390000,3,2.0,2.0,12,930.0,2
18,280000,3,2.0,1.0,12,861.0,2
47,790000,3,3.0,2.0,12,1268.0,0
39,2330000,3,4.0,2.0,16,1873.0,0
40,2792700,3,5.0,2.0,16,3103.0,0
40,880000,2,3.0,1.0,16,1055.0,1
11,350000,3,2.0,1.0,8,878.0,2
47,2200000,4,5.0,3.0,12,3800.0,0
58,610000,3,2.0,2.0,12,1019.0,2
58,620000,3,2.0,2.0,12,1019.0,1
26,1100000,3,5.0,2.0,12,1875.0,1
58,750000,2,2.0,2.0,12,1021.0,0
58,850000,3,2.0,2.0,12,1262.0,1
58,1552800,5,6.0,2.0,12,2241.0,2
58,900000,3,2.0,2.0,12,1300.0,0
58,640000,3,2.0,2.0,12,1019.0,1
58,750000,2,2.0,2.0,12,1250.0,1
26,1300000,3,5.0,2.0,12,2081.0,1
26,1212000,3,5.0,2.0,12,1942.0,1
47,1150000,2,2.0,2.0,16,910.0,1
58,1200000,3,3.0,2.0,12,2015.0,1
58,1190000,3,3.0,2.0,12,1788.0,1
58,570000,2,2.0,1.0,16,713.0,1
58,1280000,3,3.0,2.0,12,1800.0,1
58,560000,2,2.0,1.0,16,713.0,1
58,890000,3,2.0,2.0,12,1319.0,1
58,900000,3,2.0,2.0,12,1300.0,1
58,550000,3,2.0,2.0,16,829.0,2
18,1020000,2,2.0,1.0,16,850.0,0
58,720000,4,3.0,2.0,16,1152.0,2
18,475000,3,2.0,2.0,12,1076.0,1
58,740000,3,2.0,2.0,12,1168.0,0
58,600000,3,2.0,2.0,16,958.0,2
58,530000,3,2.0,2.0,16,829.0,2
58,730000,4,2.0,2.0,16,1206.0,2
58,630000,3,2.0,2.0,12,1019.0,2
40,1000000,2,2.0,1.0,16,1055.0,1
68,500000,3,2.0,1.0,12,1255.0,0
63,780000,2,3.0,1.0,16,1000.0,1
67,1650000,5,5.0,2.0,3,22.0,1
67,1630000,5,4.0,2.0,3,22.0,1
18,318000,3,2.0,1.0,12,967.0,1
18,380000,3,2.0,2.0,12,920.0,1
47,995000,3,3.0,2.0,12,1500.0,0
18,1250000,3,4.0,2.0,12,2058.0,1
18,630000,2,2.0,1.0,12,962.0,1
18,610000,2,2.0,2.0,12,897.0,2
18,500000,3,2.0,2.0,12,1142.0,1
18,380000,3,2.0,1.0,16,950.0,0
42,500000,3,2.0,2.0,12,1046.0,1
76,1052600,5,5.0,6.0,12,2000.0,1
41,915000,4,3.0,2.0,2,22.0,2
18,368000,3,2.0,2.0,12,943.0,1
60,5400000,5,7.0,4.0,9,6000.0,1
11,400000,3,2.0,2.0,12,1091.0,1
11,715000,3,2.0,3.0,12,1212.0,0
22,7600000,4,5.0,4.0,9,10000.0,1
19,1578000,3,2.0,2.0,16,1131.0,1
26,508000,3,2.0,1.0,12,1000.0,1
18,300000,3,2.0,1.0,8,750.0,1
58,399000,3,2.0,1.0,8,1200.0,0
14,4980000,5,5.0,4.0,15,4200.0,1
5,8480000,4,6.0,3.0,12,5137.0,1
5,6500000,3,5.0,3.0,12,4025.0,1
5,10880000,5,7.0,5.0,12,6913.0,1
5,8280000,4,6.0,3.0,12,5137.0,1
18,830000,3,3.0,4.0,2,22.0,0
52,750000,4,2.0,3.0,2,1560.0,1
11,528000,3,3.0,2.0,12,1003.0,1
18,621000,3,2.0,2.0,12,1227.0,2
18,529000,3,2.0,2.0,12,990.0,2
5,7480000,4,5.0,3.0,12,4300.0,1
41,918000,4,3.0,4.0,2,22.0,1
5,5300000,3,5.0,3.0,12,3300.0,1
5,10000000,5,7.0,5.0,12,6800.0,1
40,978000,1,1.0,1.0,16,627.0,0
18,280000,3,2.0,1.0,8,780.0,1
68,1430000,3,3.0,2.0,12,1712.0,1
68,1450000,3,3.0,2.0,12,1784.0,0
68,2090000,3,4.0,2.0,12,4259.0,1
68,1380000,3,3.0,2.0,12,1725.0,0
68,1200000,2,2.0,2.0,12,1312.0,0
68,1000000,2,3.0,2.0,12,2278.0,0
18,580000,2,2.0,1.0,16,920.0,2
47,899000,2,2.0,2.0,12,1012.0,0
18,760000,3,2.0,1.0,16,1125.0,1
18,1150000,3,4.0,2.0,12,1808.0,0
68,1450000,3,3.0,2.0,12,1712.0,0
18,700000,2,2.0,1.0,16,814.0,1
68,1800000,3,3.0,2.0,12,1712.0,0
32,5200000,5,4.0,6.0,9,11000.0,1
68,1900000,3,3.0,2.0,12,1712.0,0
47,720000,1,1.0,1.0,16,708.0,0
18,290000,3,2.0,1.0,8,730.0,1
11,538000,3,2.0,2.0,12,1003.0,1
23,770000,2,2.0,2.0,16,1076.0,1
37,690000,1,1.0,1.0,12,800.0,0
45,950000,4,3.0,2.0,12,1688.0,0
32,998000,2,3.0,2.0,12,1523.0,1
68,750000,3,2.0,2.0,12,1355.0,1
1,1000000,3,2.0,2.0,16,1030.0,0
18,510000,4,2.0,1.0,12,1364.0,2
18,470000,4,2.0,1.0,12,1142.0,2
73,810000,3,2.0,1.0,16,1010.0,0
76,450000,3,2.0,2.0,12,1267.0,1
37,820000,2,2.0,1.0,12,1056.0,1
40,1950000,3,2.0,2.0,16,1350.0,0
40,1900000,3,2.0,2.0,16,1190.0,0
37,680000,1,1.0,1.0,12,750.0,1
19,1350000,1,1.0,1.0,16,1020.0,0
19,600000,1,1.0,1.0,16,650.0,0
19,560000,0,1.0,1.0,16,566.0,0
19,550000,0,1.0,1.0,16,500.0,1
9,600000,2,2.0,1.0,12,1010.0,1
40,950000,2,1.0,1.0,16,1141.0,1
40,2500000,3,5.0,2.0,16,3100.0,1
40,2800000,3,5.0,2.0,16,3008.0,1
40,1500000,3,3.0,1.0,16,1680.0,0
40,1250000,3,3.0,1.0,16,1450.0,0
40,2200000,4,4.0,2.0,16,2700.0,1
40,1200000,3,3.0,1.0,12,1680.0,1
40,1950000,2,2.0,1.0,16,2060.0,1
40,1200000,1,1.0,1.0,16,1228.0,0
40,1100000,1,1.0,1.0,16,910.0,0
40,720000,0,1.0,1.0,16,610.0,0
18,530000,5,4.0,2.0,12,2135.0,1
32,620000,4,3.0,2.0,12,1208.0,1
57,430000,2,2.0,2.0,16,731.0,1
11,530000,3,2.0,2.0,12,1073.0,1
18,280000,3,2.0,1.0,12,755.0,1
62,335000,3,2.0,1.0,8,952.0,1
40,2800000,4,5.0,3.0,12,3800.0,1
0,2350000,3,5.0,2.0,16,1804.0,0
23,760000,2,2.0,2.0,16,1076.0,0
65,520000,3,2.0,1.0,12,1100.0,2
64,560000,3,2.0,2.0,12,1211.0,0
